Price,Status,Area,Rate per sqft,Property Type,Locality,Builder Name,RERA Approval,BHK_Count,Socity,Company Name,Flat Type
11800000.0,Ready to move,1499,"7,932 ",3 BHK Apartment in M3M Soulitude,Sector 89,FOUR LEAF CLOVER CORPORATION PVT LTD,Not approved by RERA,3.0, M3M Soulitude,M3M,Apartment
32500000.0,Under Construction,2400,"13,563 ",3 BHK Apartment,Sector 37D,FOUR LEAF CLOVER CORPORATION PVT LTD,Not approved by RERA,3.0,Outside Socity,Outside,Plot
33300000.0,Ready to move,2166,"15,405 ",3 BHK Apartment in Puri Diplomatic Greens,Sector 110A,FOUR LEAF CLOVER CORPORATION PVT LTD,Not approved by RERA,3.0, Puri Diplomatic Greens,Puri,Apartment
16500000.0,Ready to move,1470,"11,224 ",3 BHK Independent Floor in Signature Global City 37D II 2,Sector 37D,FOUR LEAF CLOVER CORPORATION PVT LTD,Not approved by RERA,3.0, Signature Global City 37D II 2,Signature,Floor
14100000.0,Ready to move,2600,"5,434 ",4 BHK Apartment in Imperia Esfera,Sector 37C,FOUR LEAF CLOVER CORPORATION PVT LTD,Not approved by RERA,4.0, Imperia Esfera,Imperia,Apartment
9708000.0,Under Construction,1340,"7,245 ",2 BHK Apartment,Sector 95A,FOUR LEAF CLOVER CORPORATION PVT LTD,Not approved by RERA,2.0,Outside Socity,Outside,Plot
17000000.0,Ready to move,1650,"10,303 ",3 BHK Apartment in Emaar Gurgaon Greens,Sector 102,FOUR LEAF CLOVER CORPORATION PVT LTD,Not approved by RERA,3.0, Emaar Gurgaon Greens,Emaar,Apartment
12300000.0,Ready to move,1430,"8,636 ",2 BHK Apartment in BPTP Terra,Sector 37D,FOUR LEAF CLOVER CORPORATION PVT LTD,Not approved by RERA,2.0, BPTP Terra,BPTP,Apartment
34100000.0,Ready to move,2282,"14,969 ",3 BHK Apartment in Puri Diplomatic Residences,Sector 111,FOUR LEAF CLOVER CORPORATION PVT LTD,Not approved by RERA,3.0, Puri Diplomatic Residences,Puri,Apartment
32200000.000000004,Ready to move,2692,"11,969 ",3 BHK Apartment in Tata La Vida,Sector 112,FOUR LEAF CLOVER CORPORATION PVT LTD,Not approved by RERA,3.0, Tata La Vida,Tata,Apartment
24100000.0,Ready to move,1889,"12,758 ",3 BHK Apartment in Adani M2K Oyster Grande,Sector 102,home,Not approved by RERA,3.0, Adani M2K Oyster Grande,Adani,Apartment
15000000.0,Ready to move,1550,"9,677 ",2 BHK Apartment in Pareena Coban Residences,Sector 99A,Property In Gurgaon,Not approved by RERA,2.0, Pareena Coban Residences,Pareena,Apartment
29900000.000000004,Ready to move,2450,"12,204 ",3 BHK Apartment in Puri Emerald Bay,Sector 104,properties for sale in Gurgaon,Not approved by RERA,3.0, Puri Emerald Bay,Puri,Apartment
17500000.0,Under Construction,1389,"12,598 ",3 BHK Apartment in Hero Homes Gurgaon,Sector 104,Get Home Fix,Approved by RERA,3.0, Hero Homes Gurgaon,Hero,Apartment
19000000.0,Ready to move,1997,"9,514 ",3 BHK Apartment in Pareena Coban Residences,Sector 99A,Get Home Fix,Not approved by RERA,3.0, Pareena Coban Residences,Pareena,Apartment
15000000.0,Ready to move,1550,"9,677 ",2 BHK Apartment in Pareena Coban Residences,Sector 99A,Get Home Fix,Not approved by RERA,2.0, Pareena Coban Residences,Pareena,Apartment
45000000.0,Ready to move,3000,"15,000 ",4 BHK Independent Floor in GC Nirvana County Luxury Floors,Sector 50,Get Home Fix,Not approved by RERA,4.0, GC Nirvana County Luxury Floors,GC,Floor
18000000.0,Ready to move,1800,"10,000 ",3 BHK Apartment in GC Ultra Premium Independent Floors,Palam Vihar,Get Home Fix,Not approved by RERA,3.0, GC Ultra Premium Independent Floors,GC,Apartment
70000000.0,Ready to move,4500,"15,555 ",4 BHK Independent Floor in GC Nirvana County Luxury Floors,Sector 50,Get Home Fix,Not approved by RERA,4.0, GC Nirvana County Luxury Floors,GC,Floor
35000000.0,Ready to move,2200,"15,909 ",3 BHK Independent Floor in GC Nirvana County Luxury Floors,Sector 50,GC Homes,Not approved by RERA,3.0, GC Nirvana County Luxury Floors,GC,Floor
45000000.0,Ready to move,3000,"15,000 ",3 BHK Independent Floor in GC Nirvana County Luxury Floors,Sector 50,GC Homes,Not approved by RERA,3.0, GC Nirvana County Luxury Floors,GC,Floor
20000000.0,Ready to move,2400,"8,333 ",4 BHK Apartment in GC Ultra Premium Independent Floors,Palam Vihar,GC Homes,Not approved by RERA,4.0, GC Ultra Premium Independent Floors,GC,Apartment
40000000.0,Ready to move,4000,"10,000 ",4 BHK Apartment in GC Ultra Premium Independent Floors,Palam Vihar,GC Homes,Not approved by RERA,4.0, GC Ultra Premium Independent Floors,GC,Apartment
25000000.0,Ready to move,2600,"9,615 ",3 BHK Apartment in GC Ultra Premium Independent Floors,Palam Vihar,GC Homes,Not approved by RERA,3.0, GC Ultra Premium Independent Floors,GC,Apartment
15000000.0,Ready to move,1430,"10,489 ",2 BHK Apartment in Vatika The Seven Lamps,Sector 82,GC Homes,Not approved by RERA,2.0, Vatika The Seven Lamps,Vatika,Apartment
28500000.0,Ready to move,2367,"12,040 ",3 BHK Independent Floor,Sector 28,GC Homes,Not approved by RERA,3.0,Outside Socity,Outside,Plot
80000000.0,Ready to move,2412,"33,167 ",4 BHK Villa,Sector 24,GC Homes,Not approved by RERA,4.0,Outside Socity,Outside,Plot
119200000.0,Ready to move,3313,"36,008 ",3 BHK Apartment in DLF The Crest,Sector 54,Impex Estates India Private Limited,Not approved by RERA,3.0, DLF The Crest,DLF,Apartment
45000000.0,Ready to move,2700,"16,666 ",4 BHK Independent Floor,Sector 24,Search My Property,Not approved by RERA,4.0,Outside Socity,Outside,Plot
46400000.0,Ready to move,2575,"18,019 ",4 BHK Apartment in Pioneer Park PH 1,Sector 61,Search My Property,Not approved by RERA,4.0, Pioneer Park PH 1,Pioneer,Apartment
43700000.0,Ready to move,2187,"20,004 ",4 BHK Apartment in DLF Wellington Estate,Sector 53,home,Not approved by RERA,4.0, DLF Well,DLF,Apartment
19900000.0,Ready to move,1997,"10,000 ",3 BHK Apartment in Pareena Coban Residences,Sector 99A,Property In Gurgaon,Not approved by RERA,3.0, Pareena Coban Residences,Pareena,Apartment
17000000.0,Ready to move,1420,"12,000 ",2 BHK Apartment in Paras Irene,Sector 70A,properties for sale in Gurgaon,Not approved by RERA,2.0, Paras Irene,Paras,Apartment
41100000.0,Ready to move,2056,"20,002 ",4 BHK Apartment in DLF Wellington Estate,Sector 53,Search My Property,Not approved by RERA,4.0, DLF Well,DLF,Apartment
42500000.0,Ready to move,1700,"25,000 ",4 BHK Apartment in DLF Regent,Sector 43,Search My Property,Not approved by RERA,4.0, DLF Regent,DLF,Apartment
130600000.0,Ready to move,5225,"25,000 ",5 BHK Apartment in ABW La Lagune,Sector 54,Search My Property,Not approved by RERA,5.0, ABW La Lagune,ABW,Apartment
21300000.0,Ready to move,1845,"11,544 ",3 BHK Apartment in DLF New Town Heights,Sector 86,Search My Property,Not approved by RERA,3.0, DLF New Town Heights,DLF,Apartment
28500000.0,Ready to move,2367,"12,040 ",3 BHK Independent Floor,Sector 28,Search My Property,Not approved by RERA,3.0,Outside Socity,Outside,Plot
46400000.0,Ready to move,2575,"18,019 ",4 BHK Apartment in Pioneer Park PH 1,Sector 61,Search My Property,Not approved by RERA,4.0, Pioneer Park PH 1,Pioneer,Apartment
94500000.0,Ready to move,6300,"15,000 ",5 BHK Apartment in Ireo Victory Valley,Sector 67,Search My Property,Not approved by RERA,5.0, Ireo Victory Valley,Ireo,Apartment
30900000.0,Ready to move,2945,"10,500 ",4 BHK Apartment in DLF New Town Heights,Sector 86,Search My Property,Not approved by RERA,4.0, DLF New Town Heights,DLF,Apartment
37500000.0,Ready to move,2374,"15,796 ",3 BHK Apartment in Tata Raisina Residency,Sector 59,Search My Property,Not approved by RERA,3.0, Tata Rais,Tata,Apartment
47500000.0,Ready to move,2588,"18,353 ",3 BHK Apartment in Emaar Digi Homes,Sector 62,Search My Property,Not approved by RERA,3.0, Emaar Digi Homes,Emaar,Apartment
30000000.0,Ready to move,1508,"19,893 ",2 BHK Apartment in Emaar Digi Homes,Sector 62,Search My Property,Not approved by RERA,2.0, Emaar Digi Homes,Emaar,Apartment
29000000.0,Ready to move,1380,"21,014 ",3 BHK Apartment in DLF Princeton Estate,Sector 53,Search My Property,Not approved by RERA,3.0, DLF Pr,DLF,Apartment
85500000.0,Ready to move,3888,"21,997 ",4 BHK Apartment in Vipul Belmonte,Sector 53,Search My Property,Not approved by RERA,4.0, Vipul Belmonte,Vipul,Apartment
67300000.0,Ready to move,3063,"21,996 ",3 BHK Apartment in Vipul Belmonte,Sector 53,Search My Property,Not approved by RERA,3.0, Vipul Belmonte,Vipul,Apartment
98699999.99999999,Ready to move,3950,"25,000 ",4 BHK Apartment in ABW La Lagune,Sector 54,Search My Property,Not approved by RERA,4.0, ABW La Lagune,ABW,Apartment
67200000.0,Ready to move,2688,"25,000 ",4 BHK Apartment in Sweta Estates Central Park Phase 1,Atta,Search My Property,Not approved by RERA,4.0, Sweta Estates Central Park Phase 1,Sweta,Apartment
270300000.0,Ready to move,5406,"50,000 ",5 BHK Apartment in Emaar The Palm Springs,Sector 54,Search My Property,Not approved by RERA,5.0, Emaar The Palm Spr,Emaar,Apartment
33600000.0,Ready to move,1682,"20,005 ",3 BHK Apartment in DLF Wellington Estate,Sector 53,home,Not approved by RERA,3.0, DLF Well,DLF,Apartment
43700000.0,Ready to move,2187,"20,004 ",4 BHK Apartment in DLF Wellington Estate,Sector 53,Property In Gurgaon,Not approved by RERA,4.0, DLF Well,DLF,Apartment
41100000.0,Ready to move,2056,"20,002 ",4 BHK Apartment in DLF Wellington Estate,Sector 53,properties for sale in Gurgaon,Not approved by RERA,4.0, DLF Well,DLF,Apartment
90000000.0,Ready to move,5350,"16,822 ",4 BHK Apartment in Paras Quartier,Gwal Pahari,Search My Property,Not approved by RERA,4.0, Paras Quartier,Paras,Apartment
43000000.0,Ready to move,2550,"16,862 ",3 BHK Apartment in Tata Primanti,Sector 72,Search My Property,Not approved by RERA,3.0, Tata Primanti,Tata,Apartment
39900000.0,Under Construction,3100,"12,903 ",4 BHK Apartment in Elan The Presidential,Sector 106,Search My Property,Approved by RERA,4.0, Elan The Presidential,Elan,Apartment
39900000.0,Under Construction,3100,"12,903 ",4 BHK Apartment in Elan The Presidential,Sector 106,Search My Property,Approved by RERA,4.0, Elan The Presidential,Elan,Apartment
39900000.0,Under Construction,3100,"12,903 ",4 BHK Apartment in Elan The Presidential,Sector 106,Search My Property,Approved by RERA,4.0, Elan The Presidential,Elan,Apartment
33400000.0,Under Construction,2600,"12,884 ",3 BHK Apartment in Elan The Presidential,Sector 106,Avenue One,Approved by RERA,3.0, Elan The Presidential,Elan,Apartment
33400000.0,Under Construction,2600,"12,884 ",3 BHK Apartment in Elan The Presidential,Sector 106,Avenue One,Approved by RERA,3.0, Elan The Presidential,Elan,Apartment
52699999.99999999,Under Construction,4100,"12,878 ",5 BHK Apartment in Elan The Presidential,Sector 106,Avenue One,Approved by RERA,5.0, Elan The Presidential,Elan,Apartment
16000000.0,Ready to move,2150,"7,444 ",3 BHK Apartment in Bestech Park View Altura,Sector 79,Avenue One,Not approved by RERA,3.0, Bestech Park View Altura,Bestech,Apartment
16000000.0,Ready to move,2150,"7,444 ",3 BHK Apartment in Bestech Park View Altura,Sector 79,Avenue One,Not approved by RERA,3.0, Bestech Park View Altura,Bestech,Apartment
16000000.0,Ready to move,2150,"7,444 ",3 BHK Apartment in Bestech Park View Altura,Sector 79,Avenue One,Not approved by RERA,3.0, Bestech Park View Altura,Bestech,Apartment
16000000.0,Ready to move,2150,"7,444 ",3 BHK Apartment in Bestech Park View Altura,Sector 79,Avenue One,Not approved by RERA,3.0, Bestech Park View Altura,Bestech,Apartment
15200000.0,Ready to move,2050,"7,444 ",3 BHK Apartment in Bestech Park View Altura,Sector 79,Avenue One,Not approved by RERA,3.0, Bestech Park View Altura,Bestech,Apartment
15200000.0,Ready to move,2050,"7,444 ",3 BHK Apartment in Bestech Park View Altura,Sector 79,Avenue One,Not approved by RERA,3.0, Bestech Park View Altura,Bestech,Apartment
14900000.0,Ready to move,2015,"7,444 ",3 BHK Apartment in Bestech Park View Altura,Sector 79,Avenue One,Not approved by RERA,3.0, Bestech Park View Altura,Bestech,Apartment
14900000.0,Ready to move,2015,"7,444 ",3 BHK Apartment in Bestech Park View Altura,Sector 79,Avenue One,Not approved by RERA,3.0, Bestech Park View Altura,Bestech,Apartment
19900000.0,Ready to move,2675,"7,444 ",4 BHK Apartment in Bestech Park View Altura,Sector 79,Avenue One,Not approved by RERA,4.0, Bestech Park View Altura,Bestech,Apartment
19900000.0,Ready to move,2675,"7,444 ",4 BHK Apartment in Bestech Park View Altura,Sector 79,home,Not approved by RERA,4.0, Bestech Park View Altura,Bestech,Apartment
18000000.0,Under Construction,2637,"6,826 ",4 BHK Apartment in SS Linden,Sector 84,Property In Gurgaon,Approved by RERA,4.0, SS L,SS,Apartment
18000000.0,Under Construction,2637,"6,826 ",4 BHK Apartment in SS Linden,Sector 84,properties for sale in Gurgaon,Approved by RERA,4.0, SS L,SS,Apartment
18000000.0,Under Construction,2637,"6,826 ",4 BHK Apartment in SS Linden,Sector 84,Avenue One,Approved by RERA,4.0, SS L,SS,Apartment
18000000.0,Under Construction,2637,"6,826 ",4 BHK Apartment in SS Linden,Sector 84,NCR Height Real Estate,Approved by RERA,4.0, SS L,SS,Apartment
19500000.0,Under Construction,1946,"10,020 ",3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,NCR Height Real Estate,Approved by RERA,3.0, Krisumi Waterfall Residences,Krisumi,Apartment
19500000.0,Under Construction,1946,"10,020 ",3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,NCR Height Real Estate,Approved by RERA,3.0, Krisumi Waterfall Residences,Krisumi,Apartment
19500000.0,Under Construction,1946,"10,020 ",3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,NCR Height Real Estate,Approved by RERA,3.0, Krisumi Waterfall Residences,Krisumi,Apartment
19500000.0,Under Construction,1946,"10,020 ",3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,NCR Height Real Estate,Approved by RERA,3.0, Krisumi Waterfall Residences,Krisumi,Apartment
25500000.0,Under Construction,2503,"10,187 ",3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,NCR Height Real Estate,Approved by RERA,3.0, Krisumi Waterfall Residences,Krisumi,Apartment
25500000.0,Under Construction,2503,"10,187 ",3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,NCR Height Real Estate,Approved by RERA,3.0, Krisumi Waterfall Residences,Krisumi,Apartment
16200000.000000002,Under Construction,1478,"10,960 ",2 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,NCR Height Real Estate,Approved by RERA,2.0, Krisumi Waterfall Residences,Krisumi,Apartment
16200000.000000002,Under Construction,1478,"10,960 ",2 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,NCR Height Real Estate,Approved by RERA,2.0, Krisumi Waterfall Residences,Krisumi,Apartment
33300000.0,Under Construction,2538,"13,120 ",3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,NCR Height Real Estate,Approved by RERA,3.0, Krisumi Waterfall Residences,Krisumi,Apartment
33300000.0,Under Construction,2538,"13,120 ",3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,NCR Height Real Estate,Approved by RERA,3.0, Krisumi Waterfall Residences,Krisumi,Apartment
13700000.000000002,Under Construction,1530,"9,000 ",3 BHK Apartment in Signature Global City 93,Sector 93,NCR Height Real Estate,Approved by RERA,3.0, Signature Global City 93,Signature,Apartment
13400000.0,Under Construction,1496,"9,007 ",3 BHK Apartment in Signature Global City 93,Sector 93,NCR Height Real Estate,Approved by RERA,3.0, Signature Global City 93,Signature,Apartment
10100000.0,Under Construction,1118,"9,111 ",2 BHK Apartment in Signature Global City 93,Sector 93,NCR Height Real Estate,Approved by RERA,2.0, Signature Global City 93,Signature,Apartment
12000000.0,Under Construction,1328,"9,046 ",3 BHK Apartment in Signature Global City 93,Sector 93,Deal Point,Approved by RERA,3.0, Signature Global City 93,Signature,Apartment
8995000.0,Under Construction,981,"9,169 ",2 BHK Apartment in Signature Global City 93,Sector 93,Deal Point,Approved by RERA,2.0, Signature Global City 93,Signature,Apartment
12000000.0,Under Construction,1335,"9,044 ",3 BHK Apartment in Signature Global City 93,Sector 93,home,Approved by RERA,3.0, Signature Global City 93,Signature,Apartment
11200000.000000002,Under Construction,1235,"9,072 ",3 BHK Apartment in Signature Global City 93,Sector 93,Property In Gurgaon,Approved by RERA,3.0, Signature Global City 93,Signature,Apartment
45000000.0,Under Construction,2422,"18,579 ",4 BHK Apartment in DLF DLF Independent Floors at DLF City Phase I and III,DLF Phase 3,properties for sale in Gurgaon,Approved by RERA,4.0, DLF DLF Independent Floors at DLF City Phase I and III,DLF,Apartment
14200000.0,Under Construction,1171,"12,127 ",2 BHK Apartment in M3M Antalya Hills ,Sector 79,Deal Point,Approved by RERA,2.0, M3M Antalya Hills ,M3M,Apartment
13799999.999999998,Under Construction,1138,"12,127 ",2 BHK Apartment in M3M Antalya Hills ,Sector 79,Deal Point,Approved by RERA,2.0, M3M Antalya Hills ,M3M,Apartment
18500000.0,Under Construction,1528,"12,122 ",3 BHK Apartment in M3M Antalya Hills ,Sector 79,Goldabodeabode,Approved by RERA,3.0, M3M Antalya Hills ,M3M,Apartment
19900000.0,Under Construction,1642,"12,122 ",3 BHK Apartment in M3M Antalya Hills ,Sector 79,Goldabodeabode,Approved by RERA,3.0, M3M Antalya Hills ,M3M,Apartment
14700000.0,Under Construction,1213,"12,127 ",2 BHK Apartment in M3M Antalya Hills ,Sector 79,Goldabodeabode,Approved by RERA,2.0, M3M Antalya Hills ,M3M,Apartment
18400000.0,Under Construction,1518,"12,122 ",3 BHK Apartment in M3M Antalya Hills ,Sector 79,Goldabodeabode,Approved by RERA,3.0, M3M Antalya Hills ,M3M,Apartment
20200000.0,Under Construction,2085,"9,700 ",3 BHK Apartment in Vatika Vatika Seven Elements,Sector 89A,Goldabodeabode,Approved by RERA,3.0, Vatika Vatika Seven Elements,Vatika,Apartment
15500000.0,Under Construction,1605,"9,700 ",2 BHK Apartment in Vatika Vatika Seven Elements,Sector 89A,Goldabodeabode,Approved by RERA,2.0, Vatika Vatika Seven Elements,Vatika,Apartment
24200000.0,Under Construction,2505,"9,700 ",4 BHK Apartment in Vatika Vatika Seven Elements,Sector 89A,Goldabodeabode,Approved by RERA,4.0, Vatika Vatika Seven Elements,Vatika,Apartment
18900000.0,Under Construction,1950,"9,700 ",3 BHK Apartment in Vatika Vatika Seven Elements,Sector 89A,Get Home Fix,Approved by RERA,3.0, Vatika Vatika Seven Elements,Vatika,Apartment
127600000.0,Under Construction,3093,"41,259 ",4 BHK Apartment in DLF The Grove,Sector 54,Get Home Fix,Approved by RERA,4.0, DLF The Grove,DLF,Apartment
68400000.0,Under Construction,1660,"41,271 ",3 BHK Apartment in DLF The Grove,Sector 54,Get Home Fix,Approved by RERA,3.0, DLF The Grove,DLF,Apartment
56000000.0,Ready to move,1535,"36,506 ",3 BHK Apartment in Mahindra Luminare,Sector 59,Get Home Fix,Not approved by RERA,3.0, Mah,Mah,Apartment
59200000.0,Ready to move,1624,"36,506 ",3 BHK Apartment in Mahindra Luminare,Sector 59,Property Master,Not approved by RERA,3.0, Mah,Mah,Apartment
82000000.0,Under Construction,1988,"41,274 ",4 BHK Apartment in DLF The Grove,Sector 54,Property Master,Approved by RERA,4.0, DLF The Grove,DLF,Apartment
55900000.0,Under Construction,1357,"41,267 ",3 BHK Apartment in DLF The Grove,Sector 54,Property Master,Approved by RERA,3.0, DLF The Grove,DLF,Apartment
62699999.99999999,Under Construction,3802,"16,500 ",5 BHK Apartment in Elan The Presidential,Sector 106,Property Master,Approved by RERA,5.0, Elan The Presidential,Elan,Apartment
37500000.0,Under Construction,2275,"16,500 ",5 BHK Apartment in Elan The Presidential,Sector 106,home,Approved by RERA,5.0, Elan The Presidential,Elan,Apartment
27900000.0,Under Construction,1692,"16,500 ",4 BHK Apartment in Elan The Presidential,Sector 106,Property In Gurgaon,Approved by RERA,4.0, Elan The Presidential,Elan,Apartment
67600000.0,Under Construction,4100,"16,500 ",5 BHK Apartment in Elan The Presidential,Sector 106,properties for sale in Gurgaon,Approved by RERA,5.0, Elan The Presidential,Elan,Apartment
44800000.00000001,Under Construction,2717,"16,500 ",4 BHK Apartment in Elan The Presidential,Sector 106,FOUR LEAF CLOVER CORPORATION PVT LTD,Approved by RERA,4.0, Elan The Presidential,Elan,Apartment
22200000.000000004,Under Construction,1347,"16,500 ",3 BHK Apartment in Elan The Presidential,Sector 106,FOUR LEAF CLOVER CORPORATION PVT LTD,Approved by RERA,3.0, Elan The Presidential,Elan,Apartment
22300000.0,Under Construction,1352,"16,500 ",3 BHK Apartment in Elan The Presidential,Sector 106,FOUR LEAF CLOVER CORPORATION PVT LTD,Approved by RERA,3.0, Elan The Presidential,Elan,Apartment
34700000.0,Under Construction,2107,"16,500 ",3 BHK Apartment in Elan The Presidential,Sector 106,FOUR LEAF CLOVER CORPORATION PVT LTD,Approved by RERA,3.0, Elan The Presidential,Elan,Apartment
51100000.0,Under Construction,3100,"16,500 ",4 BHK Apartment in Elan The Presidential,Sector 106,FOUR LEAF CLOVER CORPORATION PVT LTD,Approved by RERA,4.0, Elan The Presidential,Elan,Apartment
62699999.99999999,Under Construction,3802,"16,500 ",5 BHK Apartment in Elan The Presidential,Sector 106,FOUR LEAF CLOVER CORPORATION PVT LTD,Approved by RERA,5.0, Elan The Presidential,Elan,Apartment
13700000.000000002,Under Construction,1138,"12,039 ",2 BHK Apartment in M3M M3M Antalya Hills,Sector 79,FOUR LEAF CLOVER CORPORATION PVT LTD,Approved by RERA,2.0, M3M M3M Antalya Hills,M3M,Apartment
37600000.0,Under Construction,2283,"16,500 ",5 BHK Apartment in Elan The Presidential,Sector 106,FOUR LEAF CLOVER CORPORATION PVT LTD,Approved by RERA,5.0, Elan The Presidential,Elan,Apartment
28000000.0,Under Construction,1702,"16,500 ",4 BHK Apartment in Elan The Presidential,Sector 106,FOUR LEAF CLOVER CORPORATION PVT LTD,Approved by RERA,4.0, Elan The Presidential,Elan,Apartment
18200000.0,Under Construction,1518,"12,046 ",3 BHK Apartment in M3M M3M Antalya Hills,Sector 79,FOUR LEAF CLOVER CORPORATION PVT LTD,Approved by RERA,3.0, M3M M3M Antalya Hills,M3M,Apartment
42900000.0,Under Construction,2600,"16,500 ",3 BHK Apartment in Elan The Presidential,Sector 106,FOUR LEAF CLOVER CORPORATION PVT LTD,Approved by RERA,3.0, Elan The Presidential,Elan,Apartment
82000000.0,Under Construction,1988,"41,274 ",4 BHK Apartment in DLF The Grove,Sector 54,FOUR LEAF CLOVER CORPORATION PVT LTD,Approved by RERA,4.0, DLF The Grove,DLF,Apartment
55900000.0,Under Construction,1357,"41,267 ",3 BHK Apartment in DLF The Grove,Sector 54,FOUR LEAF CLOVER CORPORATION PVT LTD,Approved by RERA,3.0, DLF The Grove,DLF,Apartment
37500000.0,Under Construction,2275,"16,500 ",5 BHK Apartment in Elan The Presidential,Sector 106,FOUR LEAF CLOVER CORPORATION PVT LTD,Approved by RERA,5.0, Elan The Presidential,Elan,Apartment
27900000.0,Under Construction,1692,"16,500 ",4 BHK Apartment in Elan The Presidential,Sector 106,Property Master,Approved by RERA,4.0, Elan The Presidential,Elan,Apartment
67600000.0,Under Construction,4100,"16,500 ",5 BHK Apartment in Elan The Presidential,Sector 106,Property Master,Approved by RERA,5.0, Elan The Presidential,Elan,Apartment
44800000.00000001,Under Construction,2717,"16,500 ",4 BHK Apartment in Elan The Presidential,Sector 106,PROPERTY MATTERS,Approved by RERA,4.0, Elan The Presidential,Elan,Apartment
22200000.000000004,Under Construction,1347,"16,500 ",3 BHK Apartment in Elan The Presidential,Sector 106,home,Approved by RERA,3.0, Elan The Presidential,Elan,Apartment
22300000.0,Under Construction,1352,"16,500 ",3 BHK Apartment in Elan The Presidential,Sector 106,Property In Gurgaon,Approved by RERA,3.0, Elan The Presidential,Elan,Apartment
34700000.0,Under Construction,2107,"16,500 ",3 BHK Apartment in Elan The Presidential,Sector 106,properties for sale in Gurgaon,Approved by RERA,3.0, Elan The Presidential,Elan,Apartment
51100000.0,Under Construction,3100,"16,500 ",4 BHK Apartment in Elan The Presidential,Sector 106,PROPERTY MATTERS,Approved by RERA,4.0, Elan The Presidential,Elan,Apartment
62699999.99999999,Under Construction,3802,"16,500 ",5 BHK Apartment in Elan The Presidential,Sector 106,PROPERTY MATTERS,Approved by RERA,5.0, Elan The Presidential,Elan,Apartment
37600000.0,Under Construction,2283,"16,500 ",5 BHK Apartment in Elan The Presidential,Sector 106,PROPERTY MATTERS,Approved by RERA,5.0, Elan The Presidential,Elan,Apartment
28000000.0,Under Construction,1702,"16,500 ",4 BHK Apartment in Elan The Presidential,Sector 106,PROPERTY MATTERS,Approved by RERA,4.0, Elan The Presidential,Elan,Apartment
42900000.0,Under Construction,2600,"16,500 ",3 BHK Apartment in Elan The Presidential,Sector 106,PROPERTY MATTERS,Approved by RERA,3.0, Elan The Presidential,Elan,Apartment
39300000.0,Under Construction,2250,"17,500 ",3 BHK Apartment in Puri The Aravallis,Sector 61,PROPERTY MATTERS,Approved by RERA,3.0, Puri The Aravallis,Puri,Apartment
48099999.99999999,Under Construction,2750,"17,500 ",4 BHK Apartment in Puri The Aravallis,Sector 61,PROPERTY MATTERS,Approved by RERA,4.0, Puri The Aravallis,Puri,Apartment
40199999.99999999,Under Construction,2300,"17,500 ",3 BHK Apartment in Puri The Aravallis,Sector 61,PROPERTY MATTERS,Approved by RERA,3.0, Puri The Aravallis,Puri,Apartment
26600000.0,Under Construction,1902,"14,000 ",3 BHK Apartment in M3M Golf Hills Phase 1,Sector 79,Property Master,Approved by RERA,3.0, M3M Golf Hills Phase 1,M3M,Apartment
29200000.0,Under Construction,2090,"14,000 ",3 BHK Apartment in M3M Golf Hills Phase 1,Sector 79,Property Master,Approved by RERA,3.0, M3M Golf Hills Phase 1,M3M,Apartment
19900000.0,Under Construction,1420,"14,084 ",2 BHK Apartment in M3M Golf Hills Phase 1,Sector 79,Property Master,Approved by RERA,2.0, M3M Golf Hills Phase 1,M3M,Apartment
46200000.0,Under Construction,2630,"17,604 ",4 BHK Apartment in M3M Golf Hills Phase 1,Sector 79,FOUR LEAF CLOVER CORPORATION PVT LTD,Approved by RERA,4.0, M3M Golf Hills Phase 1,M3M,Apartment
39300000.0,Under Construction,1967,"20,000 ",3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,FOUR LEAF CLOVER CORPORATION PVT LTD,Approved by RERA,3.0, Krisumi Waterfall Residences,Krisumi,Apartment
39500000.0,Under Construction,1976,"20,000 ",3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,FOUR LEAF CLOVER CORPORATION PVT LTD,Approved by RERA,3.0, Krisumi Waterfall Residences,Krisumi,Apartment
39500000.0,Under Construction,1975,"20,000 ",3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,FOUR LEAF CLOVER CORPORATION PVT LTD,Approved by RERA,3.0, Krisumi Waterfall Residences,Krisumi,Apartment
127000000.0,Under Construction,6353,"20,000 ",4 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Property Master,Approved by RERA,4.0, Krisumi Waterfall Residences,Krisumi,Apartment
38900000.0,Under Construction,1946,"20,000 ",3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Property Master,Approved by RERA,3.0, Krisumi Waterfall Residences,Krisumi,Apartment
